제목,날짜,abstract
자폐스펙트럼장애 아동 집단미술치료 현장실습에 참여한 미술치료전공 석사과정생에 대한 체험연구,2020.1,"본 연구는 미술치료전공 석사과정생이 자폐스펙트럼장애(Autism Spectrum Disorder: ASD)를진단받은 아동을 위한 집단미술치료 현장실습에서 어떤 경험을 하는가에 집중하고 그 경험의의미와 본질을 탐구하는 데 목적을 두고 있다.  이를 위해 Max van Manen의 해석학적 현상학적방법을 적용하여, ASD를 진단받은 아동을 위한 집단미술치료 현장실습을 경험한 미술치료전공석사과정생 8명으로부터 수집된 심층 자료를 분석하였다.  그 결과 6개의 본질적 주제와 15개의하위 주제를 도출하였다.  도출된 본질적 주제는 '치료사로서 아동의 세상에 다가가지 못하고어려움을 느낌' , '집단보다 먼저 아동 각 개인의 세상을 이해하기 위해서 다양한 시도를 해봄' , '편견을 내려놓고 아동의 마음과 소통하는 실마리를 찾음' , '함께 발맞추어가며 느껴지는 아동과 나의 변화가 놀랍고 즐거움' , '집단 속 아동들의 소통을 촉진하는 다리가 되어줌' , '미술치료를 통해 나와 아동이 지금 여기에서 만난 것, 그 자체가 의미로 다가옴'이다.  이처럼 미술치료전공 석사과정생은 ASD를 진단받은 아동을 집단미술치료에서 만나며 대상에대한 이해와 경험에 부족함을 느끼지만, 더 깊은 공부를 하면서 아동 각 개인을 이해하기 위해노력하고, 집단의 촉진자로서 자신의 역할을 깨달으며 집단의 역동을 경험하고 아동의 발전과함께 결국 한 층 성장한 자신을 발견한다."
집단미술치료가 여자 청소년의 회복탄력성 향상에 미치는 효과,2020.1,"본 연구의 목적은 집단미술치료가 여자 청소년의 회복탄력성 향상에 미치는 효과와 변화를 살펴보는 데 있다.  이를 위해집단미술치료를 독립변인, 연구 도구로 측정한 청소년의 회복탄력성을 종속변인으로 실험연구를 설계하였고, 실험집단과 통제집단의 사전?사후 검사 분석을 통해 집단미술치료의 효과성을 검증하였다.  회복탄력성 향상을 위한 집단미술치료는 서울특별시 교육청의 회복탄력성 신장 6단계 프로그램을 기초로 미술치료 요소를 포함하고, 청소년에게 적합하도록 재구성하였으며, 2019년 11월 27일부터 12월 23일까지 창의적 체험활동의 동아리 시간을 이용하여 주 1~2회, 총 6회기에 걸쳐 서울특별시 소재 A여자고등학교에서 진행되었다.  연구의 결과는 첫째, 집단미술치료는 사전?사후 검사 및 회복탄력성 지수의평균 비교 결과를 통해 여자 청소년의 회복탄력성 향상에 긍정적인 효과가 있음이 입증되었다.  둘째, 집단미술치료는 회복탄력성 하위 요인 중 원인 분석력, 충동 통제력, 낙관성에 유의한 영향을 미쳤다."
위기청소년의 미술치료 경험에 관한 내러티브 탐구,2020.1,"본 연구는 질풍노도의 청소년기에 현대 사회가 명명하는 '위기의 청소년' 시기를 보내고 있는 청소년의 미술치료 경험에 관한 내러티브 탐구다.  본 연구의 목적은 성장과정의 '위기청소년'에게 미술치료는 어떠한 경험과 경험적 의미를 가지는가에 관한 탐구에 있다.  탐구를 위해 질적연구 방법 중 하나인 Clandinin과 Connelly의 내러티브 탐구 방법론을 근거로 미술치료의 과정을 통해 보다 심층적으로 관찰하고 기술하였다.  내러티브 탐구 결과, 연구 참여자인 '위기청소년'은 미술치료를 통하여 스스로 깨닫지 못한 행동에 대하여 <자기감정의 인식과 표현>을 경험하였다.  또한 미술치료의 새로운 관계 안에서 긍정적 소통을 <부모님과의 긍정적 소통>으로 재경험하며 그 소통을 통해 자신이 원하는 학교로 전학을 이행하는 <삶의 의미를 찾아가는 선택>을 경험하였다."
초등학교 학급중심 대상 미술치료 효과에 대한 메타분석,2020.1,"본 연구는 초등학교 학급중심의 미술치료의 효과를 파악하기 위해 체계적 문헌고찰과 메타분석을 실시하여 학급중심 미술치료의 프로그램 개발을 위한 기초자료를 제공하는 데 목적을 두고 있다.  이를 위해 2000년부터 2020년 2월까지 발간된 국내학술지와 학위논문 중 학급을 중심으로 실시한 미술치료의 효과를 보고한 논문 39편을 최종 선정하여 76개의 효과크기에대한 메타분석을 실시하였으며 그 결과는 다음과 같다.  첫째, 무선효과모형을 적용해 산출한 초등학교 학급중심 미술치료의전체 효과 크기는 0. 559로, 통계적으로 유의한 중간 효과크기로 나타났다.  둘째, 초등학교 학급중심 미술치료의 중재 특성중 종속변인에 따른 효과크기를 살펴 본 결과, 기타, 자기표현/의사소통, 사회성/관계, 심리/정서, 행동 순으로 효과크기를보였지만 각 효과크기들 간의 유의한 차이는 보이지 않았다."
병원 형 Wee센터에서 집단미술치료를 경험한 청소년의 체험연구,2020.1,"본 연구는 병원 형 Wee 센터에서 청소년이 집단미술치료에 참여하여 어떠한 경험을 하며, 그 경험의 본질 이 무엇인지를 탐구하고자 하였다.  이를 위해 병원 형 Wee 센터에서 집단미술치료를 경험이 있는 학교 부적 응 청소년 6명을 대상으로 2019년 11월부터 2019년 12월까지 심층 면접을 통해 자료를 수집하였다.  심층 면접을 바탕으로 Max van Manen의 해석학적 현상학 연구방법 절차에 근거하여 8개의 본질적 주제와 20개 의 하위 주제가 도출되었으며, 연구 결과를 바탕으로 한 결론은 다음과 같다.  첫째, 참여자들은 Wee 센터에 서 집단미술치료를 하는 동안 집단의 소중함을 깨닫고, 자신과 타인을 이해할 수 있게 되어 수용하는 변화를 겪으면서 성장한다.  둘째, 참여자들은 Wee 센터에서 집단미술치료를 하며 미술의 힘과 미술치료사의 중요한 역할을 인식한다."
집단미술치료 경험이 미술치료사의 전문성 발달에 미치는 영향,2020.1,"본 연구는 집단미술치료 경험이 미술치료사의 전문성 발달에 미치는 영향에 대해 살펴보았다.  연구대상은 미술치료 경력 3년 이하 미술치료사 13명을 모집하고 실험집단 7명, 통제집단 6명으로 나눈 후 실험집단은 9회기의 집단미술치료를 주2회 110분씩 실시하였다.  연구도구는 미술치료사 발달수준 척도를 사용하여 미술치료사의 전문성 발달에 대한 변화를 검증하였다.  연구 결과, 실험집단의 전체 발달수준 척도와 모든 하위요인에서 유의미한 증가를 보여 집단미술치료가 미술치료사의 전문성 발달에 긍정적인 영향을 미치는 것을 알 수 있었다.  연구 결론, 자신의 경험을 의미화 시키는 집단미술치료는 정서의 인식과 활용에 중요한 역할을 하고 미술치료사의 전문성 발달에 도움이 된다."
예비 예술치료사의 자아성장에 대한 집단미술치료 경험 중심의 현상학적 연구,2020.1,"본 연구는 예비 예술치료사의 집단미술치료를 통한 자아성장 경험의 의미와 본질을 이해하는데 그 목적이 있다.  예비 예술치료사의 자아성장에 대한 심층적 탐구를 위해 집단미술치료 경험이 없는 예술치료학과 재학 중인 7명을 연구참여자로 선정하였다.  2020년 3월부터7월까지 주 1회 2시간씩 총 9회기의 집단미술치료 프로그램을 진행하였고, 이 과정에서 참여자의 개인 면담, 미술치료 작업 중 인터뷰, 미술치료 일기를 자료로 수집하였다.  본 연구에서 Giorgi 현상학적 방법을 활용하고 분석하였다.  그 결과 14개의 전환된 의미 단위와 7개의 하위 구성요소가 도출되었고 이를 <내면의 마음열기>, <나에대한 이야기>, <성찰적 자기발견>, <예술치료사로 성장하기> 4개의 구성요소로 분류하였다."
학교폭력 예방 집단미술치료가 초등학교 저학년 학생의 공감 능력과 또래관계의 질 향상에 미치는 효과,2020.1,"본 연구의 목적은 학교폭력 예방 집단미술치료가 초등학교 저학년 학생의 공감능력과 또래관계의 질 향상에 미치는 효과를 밝히는 데 있다.  본 연구는 2019년 9월 2일부터 9월 25일까지 교과별 담임재량 시간을 이용하여 주 2회, 총 8회기에 걸쳐 인천광역시 소재 A초등학교 실험집단에서 진행되었다.  학교폭력 예방 집단미술치료 프로그램은 연구자가 국가수준 학교폭력 예방 어울림 프로그램의 공감역량을 기초로 미술치료 요소를 포함하고 초등학교 저학년 학생의 발달단계에 맞게 수정·보완하 여 재구성한 것이다.  연구의 결과는 첫째, 학교폭력 예방 집단미술치료는 초등학교 저학년 학생의 공감능력과 또래관계의 질 향상에 긍정적인 효과가 있음을 입증하였다.  둘째, 학교폭력 예방 집단미술치료의 질적 분석 결과 초등학교 저학년 학생 의 공감능력과 또래관계의 질에 긍정적인 영향이 있었다."
해결중심 집단미술치료 프로그램이 학교부적응 청소년의 학교적응수준과 문제해결능력에 미치는 영향,2020.1,"본 연구는 해결중심 집단미술치료 프로그램을 통해 학교부적응 청소년의 학교적응수준과 문제해결능력 향상에 대한 효과를 살펴보고자 하였다.  연구의 대상은 경기도 A시의 B중학교 재학 중인 1학년으로, 학생 정서・행동특성검사에서 관심군에 해당하는 학생 중 학교부적응행동이 있는 학생 12명이다.  본 연구는 B중학교에 있는 도서관에서 해결중심 집단미술치료 프로그램을 주 2회, 매 회기 당 90분씩, 총 12회기를 실시하였다.  본 프로그램의 효과성 검증을 위해 학교적응수준검사, 문제해결능력척도, PPAT 그림검사를 프로그램을 실시 전과 후에 실시하여 척도의 점수 차이와 회기별 과정을 비교분석하였다.  그 결과 첫째, 해결중심 집단미술치료 프로그램은 학교적응수준검사 상에서 효과적이었다."
미술치료사들의 미술매체로서 액체괴물(슬라임) 제공과 사용에 관한 연구,2020.1,"본 연구는 미술치료사들의 미술매체로서 액체괴물(슬라임)의 제공과 사용에 관하여 알아보고자 하였다.  연구대상은 서울과 수도권 지역의 미술치료자들로 자기보고식 설문지를 2019년 7월 20일부터 2019년 8월 31일까지 온라인을 통해 수집된 43부의 자료를 미술치료전문가들과 분류하여 Microsoft Excel program으로 백분율하였다.  연구결과 첫째, 미술치료자들은 액체괴물을 약 80%가 제공한다.  둘째, 미술치료자들은 액체괴물을 대상자들의 요구에 의해 제공한다.  셋째, 액체괴물은 아동의 선호도가 절대적으로 높다."
모자미술치료가 아동의 문제행동과 부모양육태도에 미치는 영향,2020.1,"본 연구는 모자미술치료가 아동의 문제행동과 부모양육태도에 미치는 영향을 살펴보기 위해 A시 G연구소에 아동의 문제행동(울기, 어머니 때리기, 등교 시 어머니에게 돌 던지기)으로 인해 내원한 모자 3쌍을 대상으로 하였다.  모자미술치료는 2019년 4월 15일부터 2019년 7월 19일까지 진행되었으며, 주 1회, 80분, 총 10회기 동안 실시하였다.  모자미술치료는 부모를 대상으로 한 부모훈련, 어머니-자녀 미술치료, 비디오 슈퍼비전, 그리고 피드백의 순서로 이뤄졌다.  측정도구로 아동문제행동은 빈도 관찰법을 사용하여 기초선, 중재, 유지의 ABA 단일설계방법을 사용하였고, 부모양육태도는 부모양육태도 검사지와 어머니와 자녀가 함께하는 미술활동을 캠코더로 촬영한 뒤 이를 연구자와 관찰자 1인이 어머니의 양육태도, 즉 반영하기, 칭찬하기, 행동묘사를 부모자녀상호작용 코딩시스템(DPICS)에 따라 관찰 측정하였다.  본 연구결과, 모자미술치료는 아동의 문제행동(울기, 어머니 때리기, 등교 시 어머니에게 돌 던지기)의 효과적인 감소와 더불어 부모양육태도에 있어서 긍정적인 변화를 보여주었다."
